Marcas,Nombre,Precio normal,Descripción corta,Categorías,Valor(es) del atributo 5
Jordan,Air Jordan 7 Retro Trophy Room,,Las zapatillas Air Jordan 7 Retro Trophy Room celebra el 30 aniversario de la silueta del campeonato con una colaboración inspirada en los Juegos de Barcelona '92.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 7"
,Air Jordan 7 Retro Trophy Room,2399,,,
Nike Sb,Nike Dunk Low Wolf Grey,,"Las zapatillas Nike Dunk Low Wolf Grey le da a la silueta retro un cambio de imagen refinado, resaltado por una paleta neutra y detalles elevados.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Wolf Grey,1370,,,
Jordan,Air Jordan x Eastside Golf 1 Low,,"Las zapatillas Air Jordan x Eastside Golf 1 Low ofrece una versión mejorada del calzado básico. Los cordones encerados con punta dorada aseguran la parte superior, confeccionada con nubuck Midnight Navy y acentuada con un Swoosh tonal característico.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan x Eastside Golf 1 Low,1295,,,
Nike,Nike Dunk High Teal Suede,,"Las zapatillas Nike Air Trainer 1 Shima Shima vestido con un esquema de color Hay, Baroque Brown, Taupe y Varsity Red. Esta oferta de Nike Air Trainer 1 presenta una base de gamuza marrón claro con marrón oscuro en la correa del antepié, Swoosh de cuero y etiquetas en la lengüeta.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Dunk high
,Nike Dunk High Teal Suede,960,,,
Jordan,Air Jordan 1 Retro High Golf Eastside,,"Las zapatillas Air Jordan 1 Retro High Golf Eastside el favorito de los aros recibe la reinvención de la marca de golf de estilo de vida, que combina una parte superior de cuero en blanco intenso con superposiciones en Burnt Sunrise y un Swoosh en Midnight.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Retro High Golf Eastside,2250,,,
Jordan,Air Jordan 1 Lost And Found,,"Las zapatillas Air Jordan 1 Lost And Found recupera la famosa combinación de colores 'Chicago' con nuevos elementos narrativos. Con la forma de corte alto OG, la parte superior de cuero presenta una base blanca con superposiciones Varsity Red y un Swoosh y el logotipo de Wings en negro.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Lost And Found,2590,,,
Nike Sb,Nike Dunk Low North Carolina A&T,,Las zapatillas Nike Dunk Low North Carolina A&T es una combinación de colores de la zapatilla de baloncesto retro que rinde homenaje a la Universidad y Colegio Históricamente Negros.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low North Carolina A&T,1399,,,
Jordan,Air Jordan 4 Retro A Ma Maniére Violet Ore,,Las zapatillas Air Jordan 4 Retro A Ma Maniére Violet Ore presenta materiales premium y colores discretos en la silueta clásica. La parte superior de nubuck en un tono púrpura está acentuada con una malla de panel de cuarto tonal y un remache cromado en el área lateral del cuello.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 4"
,Air Jordan 4 Retro A Ma Maniére Violet Ore,2999,,,
Gucci,Gucci GG-monogram Wool Jumper,,"Gucci GG-monogram Wool Jumper para hombre, inspirado en el patrón de rombos original de Gucci, el motivo GG decora este suéter de lana azul.","Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Gucci GG-monogram Wool Jumper - Blue,6450,,,
Gucci,Gucci Hooded sweatshirt with Interlocking G,,"Gucci Hooded sweatshirt with Interlocking G para hombre, La ahora reconocible sudadera Gucci continúa evolucionando con cada nueva colección, el estampado Interlocking G está influenciado por un diseño de los años 80 de los archivos.","Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Gucci Hooded sweatshirt with Interlocking G - Black,6999,,,
Gucci,Gucci Interlocking G logo hoodie,,"Gucci Interlocking G logo hoodie para hombre, La ahora reconocible sudadera Gucci continúa evolucionando con cada nueva colección, el estampado Interlocking G está influenciado por un diseño de los años 80 de los archivos.","Hombres, Novedades, Ropa Streetwear > Poleras, Ropa Streetwear",
,Gucci Interlocking G logo hoodie - Beige,6999,,,
Jordan,Air Jordan 1 Mid University Gold,,"Las zapatillas Air Jordan 1 Mid University Gold para mujer presenta una combinación de colores soleada de la silueta atemporal. La parte superior media hace uso de una parte superior de cuero, resaltada por una base blanca con detalles amarillos en el cuello, Swoosh y la parte delantera del pie y la superposición del talón.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid University Gold,966,,,
Jordan,Air Jordan 1 Mid Chutney Taxi,,Las zapatillas Air Jordan 1 Mid Chutney Taxi para mujer destaca tonos complementarios extraídos de la paleta de colores de la marca Jordan.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Chutney Taxi,949,,,
Jordan,Air Jordan 11 Low IE Light Orewood Brown,,"Las zapatillas Air Jordan 11 Low IE Light Orewood Brown muestra una paleta neutral en la silueta clásica que debutó en 1996, que se distingue por una construcción ventilada diseñada para los meses de verano.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 11"
,Air Jordan 11 Low IE Light Orewood Brown,999,,,
Jordan,Air Jordan 11 CMFT Low Igloo,,"Las zapatillas Air Jordan 11 CMFT Low Igloo para mujer mira hacia el futuro de los vuelos pensando en la comodidad. La puntera de cuero suave, el guardabarros y los lazos de encaje de cincha replican las características distintivas del AJ11 original.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 11"
,Air Jordan 11 CMFT Low Igloo,920,,,
Jordan,Air Jordan 11 Retro Midnight Navy,,"Las zapatillas Air Jordan 11 Retro Midnight Navy para mujer actualiza la silueta del campeonato con un acabado monocromático. Un tono azul marino intenso inunda la parte superior, construida a partir de nubuck suave con ojales de cincha tonales.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 11"
,Air Jordan 11 Retro Midnight Navy,1455,,,
Jordan,Air Jordan 5 x DJ Khaled Crimson Bliss,,Las zapatillas Air Jordan 5 x DJ Khaled Crimson Bliss le da a la silueta clásica un cambio de imagen en colores pastel. La parte superior está confeccionada en piel de color coral con un forro acolchado satinado en Leche Blue. ,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 x DJ Khaled Crimson Bliss,1760,,,
Jordan,Air Jordan 5 x DJ Khaled We The Best Sail,,Las zapatillas Air Jordan 5 x DJ Khaled We The Best Sail utiliza una parte superior de cuero blanquecino con detalles en colores pastel. Incluyen un forro acolchado azul claro y una entresuela de poliuretano asistida por aire en Violet Star.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 5"
,Air Jordan 5 x DJ Khaled We The Best Sail,1799,,,
Nike Sb,Nike Sb Dunk Low HUF San Francisco,,Las zapatillas Nike Sb Dunk Low HUF San Francisco celebra la Ciudad Dorada y la icónica marca de ropa urbana del diseñador. La parte superior aparece en piel abatanada en blanco y negro.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Sb Dunk Low HUF San Francisco,1599,,,
Nike Sb,Nike Sb Dunk Low HUF New York City,,"Las zapatillas Nike Sb Dunk Low HUF New York City celebra el 20 aniversario de la marca de streetwear fundada por Keith Hufnagel. Este par rinde homenaje a las raíces neoyorquinas del difunto skater profesional, resaltado por una parte superior de cuero caído que combina una base azul marino, superposiciones blancas y un Swoosh de color hueso.","Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Sb Dunk Low HUF New York City,1799,,,
Nike,Nike Air Force 1 High Grey Volt,,"Las zapatillas Nike Air Force 1 High Grey Volt a visto una amplia gama de lanzamientos desde principios de 2022, el año del 40 aniversario de la zapatilla diseñada por Bruce Kilgore.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 High Grey Volt,1088,,,
Nike,Nike Dunk High 1985 Green Denim,,Las zapatillas Nike Dunk High 1985 Green Denim toma un calzado de básquetbol heredado y le da un cambio de imagen desgastado.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Dunk high
,Nike Dunk High 1985 Green Denim,970,,,
Nike,Nike Air Force 1 College Pack,,"Las zapatillas Nike Air Force 1 College Pack viene con parte superior de cuero blanco, lengüetas, cordones y entresuela a juego con forro de felpa sobre una suela de goma Gum.\n","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 College Pack,1160,,,
Jordan,Air Jordan 12 Retro Black Taxi,,Las zapatillas Air Jordan 12 Retro Black Taxi ofrece una combinación de colores sigilosa de la silueta de campeón de Michael Jordan. ,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 12"
,Air Jordan 12 Retro Black Taxi,1499,,,
Jordan,Air Jordan 13 Retro SoleFly,,Las zapatillas Air Jordan 13 Retro SoleFly ofrece la interpretación en tonos pastel de la silueta heredada del minorista de Miami. La parte superior combina tejido ripstop color crema con paneles de gamuza gris y superposiciones de gamuza con hoyuelos en un acabado azul pálido.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 13"
,Air Jordan 13 Retro SoleFly,1630,,,
Jordan,Air Jordan 12 Retro Eastside Golf,,Las zapatillas Air Jordan 12 Retro Eastside Golf pertenece a una colección de ropa y calzado diseñada en colaboración con la marca de estilo de vida centrada en el golf.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 12"
,Air Jordan 12 Retro Eastside Golf,1640,,,
Jordan,Air Jordan 9 Retro Fire Red,,"Las zapatillas Air Jordan 9 Retro Fire Red presenta detalles en colores en el zapato que se lanzó originalmente en 1993, coincidiendo con el primer retiro de Michael Jordan de la NBA.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 9"
,Air Jordan 9 Retro Fire Red,1580,,,
Adidas,Adidas Forum Low Bad Bunny White,,Las zapatillas Adidas Forum Low Bad Bunny White reúne a los socios creativos en una combinación de colores neutros del clásico calzado de básquetbol.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Hombres > Zapatillas, Zapatillas",Adidas Forum
,Adidas Forum Low Bad Bunny White,1899,,,
Apple,Apple Watch Ultra 2 with Ocean Band,,"Apple Watch Ultra 2 with Ocean Band más resistente y capaz. Diseñado para aventuras al aire libre y entrenamientos intensos con una carcasa liviana de titanio, batería de duración extralarga y la pantalla más brillante jamás creada.","Tecnología > Apple, Novedades, Tecnología > Apple > Smartwatch Apple, Tecnología",
Apple,Apple Watch Hermès Series 8,,"Apple Watch Hermès Series 8 se basa en una base compartida de diseño intransigente, que incluye la nueva correa Gourmette Metal Double Tour para una apariencia audaz. Desde el material de las correas hasta el grabado de las cajas y las caras exclusivas, cada detalle está diseñado para ser atemporal e impactante.","Tecnología > Apple, Novedades, Tecnología > Apple > Smartwatch Apple, Tecnología",GPS + Cellular
,Apple Watch Hermès Series 8,7599,,,
,Apple Watch Hermès Series 8,7599,,,
,Apple Watch Hermès Series 8,7599,,,
,Apple Watch Hermès Series 8,7599,,,
Nike,Nike Air Force 1 Low Billie Sequoia,,Las zapatillas Nike Air Force 1 Low Billie Sequoia celebra el 40 aniversario de la silueta clásica con una empresa conjunta que otorga una gran importancia a la sostenibilidad.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Billie Sequoia,1560,,,
Jordan,Air Jordan 1 Low SE Holiday Special,,"Las zapatillas Air Jordan 1 Low SE Holiday Special tiene los colores para entrar en modo navideño poniéndose estos J bajos. Equipado con una base de cuero negro texturizado, el zapato de la marca Jordan tiene toques de verde malaquita y un logotipo bordado en el talón.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Low SE Holiday Special,985,,,
Jordan,Air Jordan 1 Low x Travis Scott Black Phantom,,Las zapatillas Air Jordan 1 Low x Travis Scott Black Phantom continúa la serie remezclada del rapero de Houston centrada en el zapato de la firma debut de Michael Jordan.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Low x Travis Scott Black Phantom,4599,,,
Nike Sb,Nike Dunk Low Foam Finger,,"Las zapatillas Nike Dunk Low Foam Finger presenta un diseño completo inspirado en los fanáticos de los deportes. Cordones de cuerda trenzada aseguran la parte superior de cuero, con un estampado desordenado formado por dedos de espuma multicolor.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Foam Finger,1280,,,
Nike Sb,Nike Dunk Low Florida A&M,,"Las zapatillas Nike Dunk Low Florida A&M está diseñado por la alumna de FAMU Caitlyn Davis, participante en la campaña Yardrunners centrada en HBCU de Nike.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Florida A&M,2450,,,
Nike,Nike CPFM Flea 1 Cactus Plant Grinch,,"Las zapatillas Nike Air Force 1 Low Ambush Game Royal ofrece un diseño audaz que pretende hacer una declaración. La escurridiza marca de ropa de calle cubre la parte superior baja con una parte superior de piel sintética peluda, en diferentes tonos de verde y asegurada con un cierre de cordones tonal.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike CPFM Flea 1 Cactus Plant Grinch,2290,,,
Nike Sb,Nike Sb Dunk Low Sandy Bodecker,,"Las zapatillas Nike Sb Dunk Low Sandy Bodecker presenta un diseño único inspirado en el exclusivo Charity Dunk de 2003. El modelo de perfil bajo utilizaba una parte superior de charol vestida con los colores característicos de eBay, el popular sitio donde se vendía el calzado.","Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Sb Dunk Low Sandy Bodecker,1540,,,
Nike,Nike Zoom Cortez SP sacai Iron Grey,,"Las zapatillas Nike Zoom Cortez SP sacai Iron Grey ofrece la interpretación moderna de Chitose Abe de la silueta clásica con motivo de su 50 aniversario. Su versión del icónico Cortez muestra una paleta neutra y una estética única en capas, con una parte superior de nailon gris con superposiciones de gamuza tonal y cuellos doblados, Swooshes y lengüetas.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike Zoom Cortez SP sacai Iron Grey,1449,,,
Adidas,Adidas Forum Low The Grinch,,"Las zapatillas Adidas Forum Low The Grinch se viste con un diseño tonal que se inspira en el personaje clásico de Dr. Seuss. Los diferentes tonos de verde se ejecutan en la parte superior de gamuza peluda, asegurados con cordones tradicionales y una correa de tobillo ajustable con velcro.","Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Hombres > Zapatillas, Zapatillas",Adidas Forum
,Adidas Forum Low The Grinch,1370,,,
Nike Sb,Nike Dunk Low Terry Swoosh,,"Las zapatillas Nike Sb Dunk Low Terry Swoosh renueva la silueta tradicional con tonos apagados y materiales acogedores. Se aplica un tono rojo desteñido a la lengüeta del talón con la marca Nike y al Swoosh característico, ambos construidos con tela de felpa difusa.","Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Zapatillas > Nike Sb, Novedades, Mujeres > Zapatillas, Zapatillas",Nike SB Dunk low
